1000 100000
975 148 172268175
771 483 706143351
535 605 983747197
931 580 600800375
389 635 245079045
169 916 418963534
915 735 105133695
577 800 727427791
914 321 958344113
215 382 14551098
58 874 505331246
785 712 289338204
977 936 715241044
455 339 716575912
669 923 23335662
702 16 739182312
701 276 171993014
128 174 78923400
981 910 109909705
755 948 516423659
179 651 682987317
878 777 685920862
818 846 867436533
844 112 660006026
801 884 669154299
564 630 555943170
649 501 679312006
827 456 233894608
531 284 764339569
267 58 133454107
887 931 515627850
704 911 107457194
592 399 622879860
792 710 418742335
430 628 316422301
486 627 824459956
93 307 665058653
108 12 389359632
434 194 307353010
731 419 459658201
157 932 348062537
876 934 653085051
686 109 374324028
560 931 645780159
513 734 526047279
777 744 843263758
797 343 800001983
133 640 288856831
294 416 791235561
553 500 910208001
816 318 764470200
369 863 283070588
345 821 178603499
7 568 796400999
328 640 980689900
443 50 104779902
597 618 363930834
609 719 848206873
847 999 218114143
753 888 310069584
768 294 707756990
888 994 130412078
713 190 792145818
775 882 232889116
580 506 748817158
702 795 921208263
707 818 448145976
380 699 304230661
434 482 165623967
703 809 916525724
602 502 390440742
408 788 57330322
995 939 453551022
73 497 650593441
855 819 727933418
661 371 950319175
191 117 654377853
660 868 248895981
738 478 15944614
569 752 129979878
650 696 346016254
345 165 199818686
854 298 188100311
673 883 7439339
286 141 468402202
104 196 569113815
781 880 580396537
692 619 159039440
264 499 585302429
662 167 303829245
363 991 798959546
878 520 656000959
563 517 121315410
408 122 825684491
660 879 768393743
447 326 973283240
719 445 326250769
958 807 156317170
561 962 256190548
570 691 920096454
467 460 581731880
850 934 254603511
906 310 416015929
876 800 847695443
929 935 289289707
941 454 691328120
936 697 236975040
266 321 425385723
772 874 37347305
442 382 443279369
947 709 889982054
553 951 48644302
784 878 809115743
992 928 426311872
506 869 788263350
225 503 402356290
716 633 794997080
715 519 605628415
822 854 229263059
340 462 844311905
571 123 387798861
898 946 382194721
496 299 714083979
434 225 428437740
825 585 686475572
1 475 971072423
524 833 316444056
796 547 877266206
608 649 675073078
543 660 314784424
611 775 416475432
623 592 199238176
196 127 661907564
974 848 596908557
948 992 485555391
817 915 240201907
976 822 811923986
96 795 929070482
664 414 75874443
641 771 168090987
764 960 885290817
250 774 174183364
772 814 874778516
817 919 428150033
246 213 990644947
513 882 827869636
257 701 621535118
641 206 54037826
970 889 442663355
411 849 320059828
885 970 69907571
476 616 984262463
466 845 922559685
59 529 570951245
964 791 420848214
287 472 570502377
960 939 628808303
845 827 676111814
638 511 414390222
877 492 167672832
357 372 184143174
330 259 547875159
544 947 80397824
596 560 935366307
536 578 536092478
324 534 79712027
946 983 73558150
885 596 972106101
404 541 66584437
326 854 403110998
933 657 332105873
40 833 228849043
294 115 812352392
307 830 243765184
916 338 979874863
224 306 641815669
890 910 467006929
511 130 929626122
435 109 785668764
559 882 482191506
992 807 69551198
674 855 854697521
801 933 425438203
343 341 727460634
329 114 219384908
147 987 578440733
96 72 272244905
747 427 879923374
53 185 820821097
565 952 343144753
877 790 57664871
999 16 2748770
625 336 362527419
801 907 790951710
296 112 732053111
786 781 741473185
396 973 141866419
610 670 871335445
899 138 70286694
645 906 496515212
758 967 872334033
684 862 467745622
999 964 832746331
313 513 820785237
938 369 530839371
402 694 72598846
660 950 457464785
362 70 831823621
505 132 122850549
980 214 696050443
487 304 622927973
731 752 634345914
132 185 373117992
928 149 512317601
710 310 121818378
710 136 643659437
340 287 55770831
755 146 333227430
264 217 988724988
934 984 683314987
462 111 407792932
832 714 549620762
785 618 657062549
901 538 900705903
630 405 254258306
748 301 381825901
969 766 144713406
31 14 601156121
205 387 354562099
808 985 358177891
333 404 213285602
641 970 445636272
800 24 60293067
737 527 870484563
32 648 798930160
698 380 663859605
822 511 169091656
595 624 853562537
568 541 843218428
924 570 304885764
586 213 246753470
737 740 190517451
252 481 967946603
499 242 594315606
666 680 353851595
784 829 860320176
683 903 502288274
765 637 863857031
424 11 699227931
881 848 292331049
569 17 695650910
734 157 606189121
684 976 660904083
131 393 729747189
462 748 231903149
984 404 69010095
907 242 431092188
214 126 843962077
964 912 559345634
351 769 914616354
961 783 215461645
565 35 232236445
706 658 915199978
936 979 646686618
946 527 131924906
556 110 931902531
295 719 635359452
507 536 786928790
991 943 642686972
867 734 937866967
582 624 859463904
474 355 655051969
125 544 844944101
545 580 988079577
888 572 425746929
747 373 245260376
761 223 208906531
283 260 788063142
412 650 506387517
804 730 163312200
960 826 716219298
386 413 512441251
526 935 24001488
751 825 942564816
968 975 750001015
948 756 348474725
317 728 720643556
578 999 365945281
832 625 69984445
740 732 949185172
646 651 854805662
259 35 393850945
936 722 498260752
763 982 500110915
881 607 613120993
80 598 799124705
123 601 656041059
972 354 648551898
341 639 800950404
256 376 404555616
447 995 612066472
659 722 105305398
954 836 817526525
932 541 936810169
784 417 657958844
684 549 520214978
987 893 259130480
377 985 782098696
841 646 895567099
570 544 724608805
565 586 146681699
513 996 618030175
946 837 818938969
300 686 907985142
817 417 109831395
972 896 737177358
659 239 813637114
288 841 966961163
947 928 379651991
122 988 475808545
548 875 693770279
719 905 107152565
797 930 176278344
652 751 572721837
871 804 978590286
25 434 745749802
683 173 885507869
959 914 605481840
809 728 494239729
843 605 862525955
621 765 463927768
731 606 437604030
358 535 435777632
168 567 669929871
285 174 498481024
570 481 473468891
235 414 136683025
996 533 91002389
200 441 979628926
794 893 849659105
693 655 317786245
710 211 905501982
818 442 318763882
653 963 375184466
627 299 919437251
933 552 887420083
894 796 625631516
915 905 620380053
52 794 559875063
782 135 992282615
767 769 40072653
445 550 769248053
574 67 462383082
964 557 848609428
37 572 433651852
826 706 342509821
391 912 502777361
306 89 415450734
459 955 266514874
83 978 96202567
796 977 111402178
905 315 256826130
745 76 209394176
757 444 242209954
884 437 914577923
737 569 749297520
845 585 395382930
895 726 350589365
787 888 673915550
930 650 100653218
966 59 309476870
398 373 42309721
803 762 713587905
487 856 593047325
931 866 725697575
776 373 932422775
764 742 884470049
863 64 304256606
55 512 356829996
764 896 429875653
752 240 101587117
73 538 724328444
909 978 565520016
116 590 358413260
193 820 325365041
548 600 404592330
240 276 991513010
972 623 771174139
180 195 331943533
981 831 269389791
654 107 768324783
946 491 37378400
909 680 729382411
739 713 487959005
993 285 938340239
630 640 394631805
678 318 796056757
695 610 938757831
912 362 24386561
975 949 928460031
322 154 107771199
128 168 964152526
609 430 38943102
995 456 155146592
195 384 206759508
891 747 306652187
539 835 610806045
712 858 736175737
747 746 157624027
544 302 44165595
271 338 322708423
429 725 328729296
640 33 128015417
387 338 877922134
690 902 6933561
402 724 130079540
900 940 759674864
696 726 188212746
904 949 813660591
377 660 354631996
92 475 36311213
883 472 904085367
224 518 1595592
779 989 827074710
720 289 22360735
186 318 447086625
405 713 182025594
842 913 787020634
90 849 466748338
965 620 875065315
751 867 374402769
89 248 260960169
775 335 153248440
594 327 919583366
749 185 314116056
264 16 949225519
342 913 674563024
819 887 586485393
756 770 569894403
888 806 349492379
760 474 449109244
446 614 829433588
555 339 729998071
697 723 403226161
545 886 793341241
951 398 792001217
782 832 566878544
45 763 694260709
778 314 893177731
674 554 335262813
209 480 94083132
989 583 790114472
886 416 542270805
568 45 524366552
647 479 564473082
494 861 395526992
822 765 758858863
254 957 794304714
693 395 886182120
396 852 681676557
267 541 116438060
546 32 67793068
411 879 301882650
792 508 248205740
727 926 699861109
937 692 948420374
490 403 713132886
873 938 448369367
238 712 978509967
207 703 55021211
568 35 772124917
336 666 560678266
492 525 20509473
549 447 800959608
297 701 176698299
835 625 632687533
690 40 673154785
434 305 741114082
323 238 169713623
906 844 745751890
158 93 227262776
541 628 824470966
499 569 140100187
824 773 543562865
232 514 951027920
226 410 906712387
824 540 277117466
483 721 124186579
503 538 202277438
660 112 903712057
590 479 458758368
338 592 727543710
507 430 242287832
281 29 233005512
408 866 975070829
499 618 735995410
775 245 864064713
621 539 892082825
984 948 153691498
519 840 253246493
828 134 249930212
751 712 647126634
592 687 459833993
111 721 458755540
331 179 16668055
514 58 887114955
935 20 503596447
859 513 713284484
522 316 108594488
111 383 993822107
251 29 657886446
406 332 138327928
825 90 621216417
519 282 696754801
135 128 834470745
464 444 564768039
841 658 419569294
873 711 629814660
105 787 302932823
794 723 261126550
644 269 340885088
752 514 211765631
653 529 91445862
317 423 660712123
679 605 245025640
432 550 632826621
774 612 310194254
989 742 329549958
690 822 38701993
194 856 164425440
671 909 665103158
252 459 273780954
969 907 528752144
614 631 471966889
898 935 6796256
967 526 378648092
984 592 371726716
305 54 115077002
112 161 148701783
807 892 951992182
528 527 960925450
662 176 34666929
735 778 93442587
870 740 491484559
743 699 121475189
195 647 758095573
405 488 456417551
185 831 708919334
887 417 509727967
888 916 362266373
560 515 890591126
659 81 140403570
950 745 591215293
632 397 304996156
469 640 33190853
589 144 157167930
897 837 729475245
684 724 535783772
386 416 301544767
909 981 231442367
627 925 243312495
990 954 914645315
941 958 915723271
34 800 496326822
942 31 923495927
761 527 371811753
938 943 964651530
249 525 218628884
744 887 46414717
596 787 958935651
872 861 557549841
909 445 535792003
856 886 88566865
107 939 281373480
93 920 403027577
24 492 823097680
774 780 240644315
862 183 169995511
84 295 242596922
959 859 849855095
300 436 807024473
711 587 438919282
36 200 967885842
883 185 837877696
290 618 960390434
510 598 322333025
756 643 996337719
375 462 231315435
884 732 415845707
230 147 675867856
929 444 479910711
296 460 221044577
452 673 282031626
763 792 327575335
894 341 113348533
436 781 288392238
530 418 698341786
266 269 842016741
711 696 760885254
985 977 974630071
389 46 520802522
953 425 458835905
970 992 425167439
736 721 85521497
586 953 735685933
669 647 306404844
735 702 318962987
500 921 20609353
375 41 197874129
729 772 386686575
814 699 312603100
662 604 567762099
762 986 8061780
614 839 495554105
623 944 26694324
857 382 179810553
341 603 90992303
930 966 187406232
249 577 850998911
864 235 742042629
818 700 962478780
387 962 949328319
287 958 998934870
329 727 942768461
385 553 341961372
513 647 96973235
750 960 914761484
584 168 749790064
971 696 852465566
405 840 333866009
676 382 215719838
743 772 421265305
936 674 782661772
109 540 24596642
45 78 783315756
633 403 373922666
435 543 30914183
109 460 124669337
817 859 857292188
527 581 120804950
208 247 168982567
939 609 849664610
923 946 450330259
231 995 168725341
203 860 315876269
988 733 468362024
817 968 348024680
560 669 509794118
955 934 525140119
755 947 840754743
541 744 114695792
257 488 387840371
929 991 188494765
837 383 833429296
227 929 703946794
64 234 661483005
900 829 891879048
475 640 753748502
805 442 264799822
440 381 960619792
867 992 48533486
991 976 39573605
232 198 533355428
870 418 796300717
792 89 842691653
724 721 639117481
338 702 530414578
523 834 384762733
955 657 577841868
396 986 176618055
931 375 615759589
777 543 86990869
975 686 457500493
684 208 785396871
460 489 197148434
655 108 222178535
220 845 514114643
320 386 10140251
889 780 666968899
387 69 403274079
64 707 888578207
757 937 558359767
596 820 492083807
905 902 326120009
918 953 756384733
919 172 822344813
828 382 817470794
871 636 495771678
265 522 748890159
923 618 294537443
972 720 985037499
920 833 798454968
905 924 305709403
534 727 856010496
148 880 218352064
979 547 547362333
947 655 24884482
518 704 203937569
615 577 939667527
270 778 547807571
655 824 606000016
927 489 942806822
674 197 622692818
798 327 840193648
631 318 730814535
682 896 739668437
639 547 8868608
614 905 386607544
129 262 540862633
346 973 356228886
970 807 336246013
745 304 555235877
557 700 43478796
863 944 54707288
187 787 615051731
156 824 741416216
685 929 32031088
832 425 177123176
151 386 696396790
899 11 341231505
958 775 902103216
937 820 856342818
708 694 278756277
556 786 384131105
988 734 439632185
985 733 373754886
808 466 67596623
181 749 474797365
894 536 175902132
680 933 543966245
15 474 15726379
280 231 673304063
458 974 315002572
568 855 820650473
887 330 378331933
584 457 524113454
663 45 625429292
516 922 371469886
535 671 19852777
773 370 878656175
591 712 867817517
784 720 877035781
695 734 438813344
820 658 629809980
644 153 511455727
66 184 739596872
268 388 872028575
788 662 909048055
5 135 482661687
883 889 927058328
459 316 904865342
639 482 614545175
348 379 863470381
712 690 988453631
881 472 859456360
852 558 24226729
158 152 397065420
396 600 382344674
781 146 650913612
830 596 404987092
762 942 972550602
798 5 856652389
786 570 640665806
941 847 310231708
833 991 833257233
736 863 50658170
895 725 72157750
605 858 214308094
471 77 579241190
830 909 515119536
699 627 753995071
664 690 839796000
791 270 545901431
800 899 965261263
753 936 858042142
408 139 133953612
931 920 616987264
442 799 918781041
868 831 763557931
905 706 732189794
894 960 511222916
92 936 808052288
15 445 61673782
935 696 855527298
213 682 64168283
304 233 805098408
569 445 937897230
912 542 633791407
247 765 288069721
295 561 641273514
804 694 284499928
261 234 974219120
998 743 913996396
789 847 415001390
508 998 345554970
950 742 77886851
928 312 886841005
512 581 994647460
586 65 284502224
444 193 129664096
839 755 457042887
677 911 261586981
707 138 109504265
144 518 599152665
525 616 733304535
736 286 73637532
32 923 180235968
817 981 173067615
120 364 743140322
295 182 700766182
918 629 575186616
965 598 361116590
852 435 526785451
303 821 435685877
449 740 871259294
944 368 701984966
596 681 273787731
972 912 936738589
651 487 791381889
949 120 674973326
510 242 672027905
718 915 810606942
969 525 160798197
598 495 18786571
625 127 824104065
929 989 551030567
900 972 345759555
689 505 336857343
981 248 662192846
992 338 156839238
116 760 538161214
735 989 646660631
720 265 627566256
967 883 754987151
430 226 996824659
492 646 272499710
243 357 150348814
517 866 956926201
464 393 343128449
507 992 498663648
240 835 521736204
20 202 760876187
616 714 390101480
829 721 503087654
958 297 143630690
642 506 716650540
310 498 689367577
991 803 385266567
854 860 948671004
753 297 774102139
769 679 17268213
341 890 897138288
987 625 650799371
629 731 706982946
291 1 37680852
190 471 175926661
871 596 66538373
627 660 981580570
545 557 309545725
135 812 626344037
627 11 480335526
519 856 415685866
400 793 221834936
607 277 246359018
873 11 548117633
863 872 562168874
481 354 852112286
766 767 506457057
13 432 806399297
879 910 648854558
521 281 345465539
967 530 200614005
635 564 579706591
613 447 968441018
999 758 297825808
19 969 330971624
207 192 392122471
626 77 446722270
158 282 771372389
310 418 175211218
186 143 19936770
927 916 495834897
59 326 41796027
909 921 507415343
375 57 575648253
986 356 771272424
48 281 772355661
571 542 827811273
510 889 399633785
76 113 876215690
810 450 272749507
930 840 48535272
184 533 795109794
736 506 495802325
617 268 749701859
396 544 76716004
178 961 920625566
206 529 390373674
834 385 899433993
585 501 989189310
801 65 945851924
501 617 935089130
921 961 438456486
676 961 383284937
366 623 202749183
55 169 89226075
332 887 490593178
953 662 563834365
892 965 109498145
808 422 909444344
286 112 824250634
551 721 981307577
933 513 240877355
519 966 377627113
931 935 842110941
180 606 77371710
77 235 891698739
981 242 63740206
666 621 371928237
136 267 985060322
412 690 335590203
418 810 28940676
188 828 292418277
762 482 204545320
782 589 995028789
431 785 31455747
20 813 656838752
948 988 494420832
144 951 857232824
169 919 666981778
951 231 207736646
971 894 717964878
590 628 172345650
521 113 908990345
802 319 691980682
423 837 981829113
819 642 320643829
278 542 392885232
668 317 538820422
911 614 5969212
106 461 91018642
871 649 480272741
838 722 983750622
680 35 363341172
324 409 309712832
254 325 946836143
325 689 749479310
789 837 700424115
801 829 167723310
305 995 862186796
520 201 838683202
636 774 787405914
619 454 180348758
398 746 101065706
121 259 277328792
881 749 675840187
769 849 888117664
768 887 63554234
322 220 653149748
904 873 300373440
868 952 367931222
759 775 155978549
188 184 369324142
664 954 941132725
365 29 120415629
775 871 870276127
827 990 201715910
545 965 806650780
686 462 231752514
320 396 45165471
666 254 583734362
227 356 617316434
443 869 536130981
879 964 33592221
170 492 205839623
512 459 800367165
636 984 316609542
919 250 644035211
280 635 667474226
673 308 403785030
874 685 20469815
418 988 486107507
269 768 195212840
973 989 264083170
175 341 73270458
733 506 706409567
517 541 248170797
858 296 762548417
810 799 404073061
772 861 201130194
688 968 38170515
856 605 461761200
358 999 488441921
981 959 807893523
441 456 9810185
797 775 448951853
502 913 194984589
622 306 815079999
91 305 305669940
429 832 283312867
916 782 658521929
851 897 77053177
757 480 894157788
367 845 55946864
566 562 242224538
967 202 497817600
941 661 346365344
451 481 400141967
649 808 92512064
488 233 28263566
460 971 452647457
768 959 168637620
975 956 331006280
211 402 22804343
942 258 425517919
750 831 742488086
187 624 569001025
258 90 64190387
934 579 974159390
552 750 488541257
571 363 948797785
403 450 697907522
774 759 201037731
277 936 484291212
925 604 893328163
206 856 226582082
294 420 16790769
83 365 431423539
830 417 560160502
424 721 917886326
515 492 723817513
6 348 181361418
810 687 629990161
357 925 96943816
993 956 487879744
971 548 932788384
649 874 884977822
644 677 47191071
360 728 784577321
453 498 249180686
834 838 981881883
552 954 451068481
978 220 302440285
554 544 606533305
596 348 140470680
787 785 222280993
940 766 851249670
810 904 532494862
931 691 380005822
58 447 224876418
593 702 723228502
171 782 655241319
387 399 479686286
252 244 379097582
131 228 827632801
393 571 134806845
134 967 564090091
305 530 625258582
980 99 870665781
414 327 921795140
535 816 96647754
746 822 765229418
315 609 701849
810 936 325313027
419 241 162169567
577 582 618062552
889 645 118415208
178 321 187949392
283 486 389931910
177 902 941816283
897 906 879752153
487 419 712189848
720 704 444360216
11 216 696016799
262 969 409876138
575 564 423090500
901 746 379550187
264 395 590552353
157 793 275793787
651 655 655165546
689 556 404444471
795 602 597544306
750 892 539984705
238 652 304365241
90 231 711294480
333 961 515276568
638 754 94809890
411 690 808513170
295 584 520612026
961 526 60792608
372 474 734219035
931 797 60978629
573 586 597201656
834 524 502800097
91 28 898184949
854 978 52195807
403 792 351376038
832 377 560758512
457 784 513109717
422 194 271463202
655 713 958313044
409 22 191427824
133 38 99004210
624 394 372511600
998 171 643800192
741 494 883799435
226 285 540267311
944 204 270948207
254 90 583936649
81 305 338812672
575 761 864903181
559 772 642881272
986 917 152097052
841 504 923256339
701 918 938851690
534 603 844438991
285 672 621126990
212 809 202332618
51 936 630258766
725 375 196610097
873 856 351052161
236 667 101992873
453 222 121225257
415 973 883025617
200 688 158150499
585 747 886484420
234 59 901473861
645 905 369656016
958 594 486162375
187 334 329226799
729 820 554124982
559 834 328567105
931 928 376633340
479 553 108755866
582 98 87008834
672 904 844649286
794 467 569585813
434 575 272856641
62 115 718589046
294 216 714951109
147 335 712632445
855 559 277500305
378 388 839233711
931 774 940374203
969 441 432453549
974 703 274307839
249 721 467247534
512 485 962616296
327 809 661065145
105 874 527551108
636 987 144144903
972 995 903339931
243 407 973718525
680 363 420924598
783 258 650432149
174 512 433237346
606 184 278714680
645 557 153179715
402 56 536489792
487 273 107449956
204 235 228788433
561 606 83759988
228 448 378961532
358 176 29462523
865 844 914897294
700 571 845109716
240 312 502966853
847 296 138114128
821 754 690542195
771 881 761644013
380 167 228669325
412 473 99298147
815 764 742851079
844 72 548533091
979 673 148519756
711 457 687522578
483 68 499169238
796 495 979692060
884 957 565945023
883 903 47275674
735 766 400708060
25 911 6007738
850 976 717399481
408 550 671322828
874 959 86306322
652 866 66750731
368 191 457927698
592 290 623096878
585 210 258365834
849 690 818003183
957 672 628276553
369 519 82180525
29 820 533051840
850 189 158576541
528 457 367986813
955 647 123650062
616 332 509027854
946 977 375051642
639 495 688983157
530 884 679540105
186 91 510998384
977 268 766500237
38 39 313440398
60 858 725828685
698 236 70830112
775 519 625912500
511 989 418018934
447 989 575819227
765 810 378922932
696 587 405489373
736 982 673600235
980 222 282370570
616 559 389451336
604 882 747024591
731 96 417238097
824 527 68981120
440 428 444340395
732 853 219139226
420 509 498321370
351 740 948590613
847 790 816050915
623 859 975344131
3 917 809149790
920 902 525552300
960 618 654080630
149 406 916143970
985 907 587019445
609 824 460403920
861 445 337544422
493 300 856930282
268 667 415679518
871 161 542568986
885 993 309763416
279 69 309381459
812 110 882988516
476 413 358676152
755 576 9600309
402 808 643871376
434 242 436186977
608 990 421902066
760 410 146738110
55 311 465326591
621 905 749406592
721 56 566995029
701 976 996645884
243 124 179976016
758 348 448875064
610 827 215975086
666 865 316032253
816 760 635162494
799 797 891347052
806 426 341726953
784 797 557192584
792 924 650029851
879 397 424058789
111 339 655454162
906 696 369008347
673 745 708186486
96 3 925127696
162 133 254143931
672 529 367004595
224 741 235459437
953 986 310248251
972 971 972885934
725 230 929473244
694 859 492257477
989 786 849983466
717 780 440753802
198 58 687474283
451 794 230910572
474 807 150022477
919 965 714844112
905 765 601584098
655 800 618259200
602 987 100262739
348 547 332978829
355 921 481398212
925 332 575823991
156 953 954614331
719 664 96689747
545 136 57207310
322 265 606013729
916 793 716068447
673 734 196509814
700 547 537675916
745 733 223272477
753 623 504414188
845 504 198988301
46 712 928169811
381 81 525127662
890 943 51388813
909 768 297476961
664 609 774161539
768 871 805078740
135 242 29897783
265 899 367192855
138 311 255417600
566 921 257936764
67 107 90415590
808 978 314918743
117 41 818878465
40 726 251347352
719 834 754081352
761 909 997757695
25 232 771824402
318 402 152495205
793 587 847919288
754 947 232925553
982 353 987451314
4 822 541786929
52 936 211508901
565 622 380417472
476 388 968975268
850 277 167749546
861 851 650216079
206 662 41641278
860 635 622279312
695 685 357986984
283 285 222309071
741 685 192804993
750 685 655303209
656 718 85151119
762 237 535307321
585 511 5431553
772 717 342872045
28 157 724188833
422 280 261211895
830 432 952511885
682 765 274965058
456 555 161383989
900 107 424452657
875 316 884616536
510 56 247747813
931 210 359087670
848 212 417060992
911 50 208634740
327 364 864112461
822 54 85992312
185 208 292633356
575 875 955326176
207 857 391311148
480 790 297832951
834 738 503975823
673 916 999682816
906 563 596888926
749 663 946498655
856 716 125899633
950 706 639653397
426 759 245942986
178 305 139850036
570 267 60958002
961 948 81848190
361 535 61681503
981 967 719666746
712 867 680850753
892 719 527714567
663 666 925183654
856 942 617092165
138 34 972229383
783 294 133604299
726 327 296528827
777 996 215226411
501 670 493268303
191 636 796124514
544 588 884994454
396 230 132758810
31 571 786487912
379 267 373212705
120 586 673414128
535 544 275433850
603 907 201790379
877 613 896919870
596 74 314752192
273 501 537721113
913 977 38980378
764 712 302415330
855 379 208760294
90 276 51728465
745 737 753960297
426 395 74743379
934 967 869123865
925 942 584214810
807 556 833488023
98 655 656562542
8 495 522815279
470 882 888242869
787 893 831497574
182 550 462554090
460 604 408222653
154 885 606534889
722 831 807722507
393 278 484951914
820 824 375998505
635 895 862219971
900 927 200096432
732 674 351564930
763 346 649194319
977 997 646461512
567 393 639473854
804 876 225337774
93 330 872092459
595 601 387618632
101 383 500496648
100 813 140866924
14 807 258028009
969 467 414110103
939 819 129592785
925 577 968723113
864 693 345697600
318 493 180600430
699 757 144678193
746 61 108121262
964 909 329496444
993 910 412345985
992 608 502583116
461 400 689222252
59 56 823199856
144 607 284437561
119 328 17571386
662 860 558374114
514 131 173340123
931 970 922654985
403 576 943791360
762 618 526119000
566 625 226223571
264 777 641616531
671 328 26296518
347 578 819887874
673 325 903299331
707 803 993724752
901 848 885702575
459 977 580527257
936 476 457287813
623 60 617631505
590 578 96118514
989 925 272545232
289 503 226881145
474 519 465648200
227 155 87927923
771 812 895849530
873 736 727820872
883 598 559845430
47 815 996515188
651 449 68355506
416 821 377687256
19 780 510854878
358 441 75458842
499 231 297386147
877 849 518259937
344 677 396934337
422 268 581062688
885 962 888665577
188 614 714867614
180 827 936264394
795 710 999890474
683 379 216939771
844 555 29138284
978 279 513427875
518 521 554318056
802 290 437248036
671 998 267162133
418 564 655097076
287 437 632322104
363 308 336994232
689 40 189799175
685 357 732578482
169 199 831663656
243 356 132083514
995 984 265377193
723 671 153201044
152 885 267937704
804 59 400257593
590 171 141725043
208 733 118216001
233 299 63300901
836 835 355416587
762 764 840054318
859 770 284510616
356 393 255352618
549 218 607012340
856 501 647873692
220 673 864965795
997 940 40922545
647 335 600787464
390 276 677412412
743 419 83567029
86 993 506421992
906 828 140332562
510 954 694523942
360 152 207022134
346 196 522821725
646 84 989376369
485 188 603018542
872 524 488245774
59 666 950058226
884 876 949424778
907 941 928238513
685 858 959866645
844 675 990567223
812 933 107686474
675 437 963248275
550 227 43220441
776 116 104601094
746 655 514611012
516 862 473407337
62 375 475926523
960 290 845676016
839 338 364483448
560 461 474329564
956 945 336319134
772 287 734015989
1 146 510837482
144 233 756780060
720 336 741736080
987 975 545651049
536 803 968315722
825 710 656927046
968 915 54362987
995 960 93905296
159 247 636494520
450 506 546639886
359 598 856001850
451 595 423970200
504 105 466139869
731 971 132267179
504 124 442387874
535 331 352525577
572 943 666385792
619 918 492413636
775 460 380737557
870 16 488567207
828 309 423299740
670 650 540021731
453 971 108794751
289 390 910982089
619 941 52377212
436 934 639579449
951 223 711336790
35 532 545442474
434 534 621998704
917 947 394605548
863 452 436627474
237 644 307752023
542 785 205491682
856 764 637042393
801 949 655084274
814 393 168320729
984 788 211411609
610 7 483392382
191 59 571471034
584 878 765217880
608 232 347651257
618 629 704404257
632 173 374640241
783 983 578207175
547 157 76547839
338 546 474362522
327 388 570052438
430 329 62743905
569 753 891608544
416 347 698451139
943 874 532921175
275 330 720415484
507 594 680076761
804 635 605266087
267 203 349742908
144 172 653609271
157 627 212201819
258 952 814539323
805 219 614310949
522 698 195184980
506 353 982666911
625 777 478583282
466 711 548556204
966 542 911588496
418 529 276520489
768 377 529274689
437 273 21621190
713 704 228867115
485 789 572697440
250 37 170050422
891 979 679648016
580 868 444083093
225 862 483192134
912 311 594787432
100 110 618686598
279 369 873731358
397 431 171875454
966 929 445764769
488 562 459848152
985 682 724108802
810 839 646436133
544 541 865220467
516 136 335135826
633 691 994521338
449 450 156489958
769 322 921356
51 301 183886221
580 442 713677971
868 900 292592212
204 931 35826870
491 974 903253626
72 584 568514696
710 507 40223483
961 956 711969642
856 820 961835423
213 232 891604385
376 526 181914260
998 735 347407720
903 269 61204915
663 537 476029488
346 110 640485602
931 917 858391871
397 372 316898025
684 325 417240646
805 446 728472666
799 838 38725872
487 908 945279000
655 729 846842154
936 822 87567048
876 541 372036433
425 380 278990051
512 673 675489006
428 651 408780645
253 146 551568286
527 921 187103434
363 179 578992103
244 974 169532087
375 694 178046724
849 317 524985616
661 650 882126350
145 641 262727962
885 484 397783043
647 619 804625871
104 516 4918771
216 180 126273470
231 255 22341284
700 680 423354053
446 229 387702323
813 187 217563130
933 797 902867703
581 178 116691474
563 877 677903346
818 665 500706657
741 435 379604470
298 431 83418813
859 646 566804771
812 837 839260575
835 851 367993603
270 603 602895148
781 950 277380607
568 699 33601544
693 97 301588422
714 632 576567499
279 949 401872998
926 84 282127291
800 185 879423641
705 754 755227013
847 465 79169186
669 857 459403049
518 862 535359583
348 688 407843069
69 780 56519497
418 754 362709648
801 441 984750744
489 500 369457683
395 986 2792530
197 640 92253078
176 179 711094996
980 953 318056929
990 983 524801217
993 882 524914347
690 856 957583953
975 765 524775955
645 367 960184529
768 862 702206381
243 454 387241032
655 741 509734716
878 744 310632235
366 451 99591820
176 458 551232226
145 412 367775753
807 144 641833395
45 715 386587131
543 509 558904623
606 7 405860793
744 54 44748926
977 622 465172206
583 898 207013431
649 873 228876045
871 993 301434194
52 75 573712564
703 435 398234368
291 173 660418239
993 947 608778955
16 211 676010287
471 949 624865914
587 196 227979248
756 936 923940830
639 275 39299396
171 959 368643498
809 329 157230649
830 54 133456702
489 820 722700832
942 966 555478875
408 499 240797201
292 628 80570046
623 690 437699731
88 166 161132622
970 984 899985023
252 800 269270771
302 618 443212663
643 878 274549486
63 947 872789639
494 678 172689936
438 549 281822116
186 628 563101447
740 974 406120470
533 761 273611619
506 832 439239068
548 486 75316822
697 130 876021658
884 624 333385584
800 513 733039860
694 960 304489256
525 837 179229115
696 981 92839215
816 732 161743753
598 880 929638306
924 373 454294984
817 410 582939411
361 145 794331118
615 972 546656142
607 489 83250409
275 501 69316986
412 85 343257035
163 871 760789470
754 970 957985344
583 903 263991965
954 383 166355306
528 360 695564607
456 540 348890712
926 580 322485247
459 861 674468390
859 215 741561802
800 770 569622615
757 658 8255367
274 193 553751717
834 696 64842159
