500 10000
397 411 620611791
145 9 890106852
137 119 639188254
349 105 601271500
483 457 873564238
348 316 739269788
115 404 556021609
112 368 694711636
151 492 734052583
376 392 859339165
351 188 750600999
247 436 62517661
85 382 111433637
473 493 14220115
464 121 571650199
384 484 716631087
263 468 63633304
225 392 77468374
293 59 545275055
490 374 426294761
194 357 714778788
488 469 348658372
460 353 219047920
280 400 634277270
282 129 754637327
218 270 645091186
339 385 878265806
489 476 568281993
490 486 450763862
439 497 42717853
406 455 632711799
493 400 752827908
397 241 666784342
477 357 505664893
351 218 732304910
491 417 843120699
174 278 908369212
47 108 201525334
92 280 549663723
317 179 834195476
79 198 444216238
450 449 503012227
485 366 935010572
455 462 929109715
287 481 47400185
194 219 250135974
174 57 653884522
2 398 367372284
223 182 562639770
159 61 117170279
309 352 558600490
398 486 138302317
84 444 47579747
135 141 916435876
470 425 315195617
369 217 460504060
327 66 275706057
227 416 377695871
414 269 730655793
318 367 582471450
154 139 418573271
280 218 983758449
328 205 216523722
145 447 323534798
443 482 475005674
377 405 526364737
308 319 259916912
437 356 835295
317 165 426841499
65 208 79764083
57 102 440388746
344 200 55665188
222 148 982176512
388 302 595339144
208 83 413932330
413 376 633312374
175 292 196309023
308 410 378463732
95 338 707315054
428 78 501791783
26 245 240832828
236 194 527072437
429 434 433004248
70 232 286375677
165 211 377894480
417 70 375054783
353 454 495211042
226 100 981248098
113 376 628023338
428 139 247069310
494 450 466746497
498 469 51832504
405 168 416726084
385 313 9235202
450 376 625756371
291 331 144923600
49 254 602368476
190 330 478694541
329 442 703565749
90 18 799426311
179 166 236899470
328 441 351090835
478 482 927608369
401 402 830401507
150 111 599103897
332 297 86347851
433 286 793615479
480 396 466943102
189 58 994064019
271 485 90830659
352 294 852868451
248 39 382839490
469 220 618413039
379 150 413141091
435 69 831468508
366 206 974378097
479 438 623085774
460 113 352016213
335 362 321095402
56 406 717875197
495 488 332483668
281 462 672465798
112 297 313450503
66 96 993326596
123 110 698334945
427 202 273241736
90 226 137019493
217 344 953836734
402 333 885980276
98 396 385203938
250 448 842372524
361 258 942916920
425 495 524228536
150 77 627675576
412 65 337355104
424 445 383421580
353 467 877419729
429 7 939827167
347 442 438840414
436 448 244797981
295 15 876855473
110 430 18522732
347 477 734339178
166 143 864856303
468 442 885924118
401 339 355981084
83 377 116402165
492 238 733012142
481 237 998061389
400 299 32197985
246 111 228096760
58 264 628526082
484 268 837962823
413 370 823666781
329 285 749222974
224 332 283782993
24 133 593688523
157 431 373211159
26 123 92644623
457 299 304267650
331 112 772462165
236 306 736103884
334 355 273701327
222 469 549172508
478 271 101892177
246 44 851385927
35 235 579703571
479 350 561367679
301 486 575119463
168 499 487016065
379 455 421498738
106 175 944095894
463 301 209776619
292 365 809606152
110 80 923701264
462 217 552459160
481 267 334154216
215 136 172740883
221 486 675937769
303 426 837831473
23 134 913625956
155 488 451555254
415 403 821342069
441 471 261464676
67 491 718611836
487 474 290345296
291 436 562300505
183 38 591077875
465 424 242342688
355 81 40357100
76 387 143496062
2 416 659631099
432 348 461869444
488 480 504558287
248 453 229722302
133 423 771814809
149 393 671696126
16 103 280358055
434 238 421557527
88 245 725004968
495 494 669125079
145 403 490333738
427 33 743908772
236 403 148872669
354 107 954272509
75 207 453724135
421 477 472678096
499 392 643253974
172 63 482210250
351 248 851278542
72 5 638411615
63 144 813008251
379 453 974287804
386 157 267544247
364 270 770441830
1 53 973449914
274 498 5073923
477 183 196741484
428 433 305011167
158 154 102038187
433 297 389023635
258 217 241314284
10 1 436441406
1 230 29546515
129 173 64208462
214 262 165575192
365 461 579475438
232 246 755040694
423 424 390048794
194 186 580332353
483 143 681170282
32 130 27703507
161 4 395147739
374 190 684648082
225 405 133153179
8 33 147734159
283 442 780304234
453 434 367772572
376 167 223201864
305 315 232461813
163 191 433092117
125 489 844072578
416 471 115079285
121 92 572471946
444 498 330054224
477 358 934332501
400 412 72036252
201 342 341420002
168 377 660715470
340 460 984411737
464 124 236933567
324 138 325943538
41 258 900836441
494 446 772340226
43 475 254648350
347 392 52123962
277 348 817744179
159 290 255581866
218 312 339718963
5 342 651316813
154 195 79649249
399 192 110853616
100 467 584315587
466 493 526140375
201 349 59997062
427 467 699882287
466 469 331574776
479 473 295522038
382 428 818628508
331 443 187925938
55 52 697338886
471 444 180659052
164 300 792908496
88 114 960250858
323 87 348787989
431 378 790186898
261 17 725840950
424 237 179939009
167 329 731832675
236 107 546383188
201 123 31473001
374 373 115935260
493 491 277433596
168 96 350129969
482 416 377682213
3 169 466499509
492 443 888351098
460 115 435046750
250 331 188101089
227 390 492818498
468 185 166107700
301 369 891181998
175 183 147286520
265 263 668415579
221 330 489972752
275 333 710040646
492 476 298415616
462 221 94700214
129 444 55020165
139 59 136431025
119 388 728420332
389 326 671227956
226 106 569415476
143 246 810044367
324 181 419111412
302 60 584767593
207 248 362656901
255 107 765651714
433 423 816051948
185 66 707679984
398 166 974096171
142 19 113392581
312 492 541188836
400 331 308483073
499 463 145691552
343 200 624302306
357 448 11318292
340 493 292515988
316 296 734219166
496 423 643354169
430 423 163814801
484 308 452506372
374 331 795805237
399 297 827019916
496 422 780212286
481 241 351939525
476 358 389843539
193 364 766160304
370 462 857493633
276 309 85480692
473 469 231733255
153 391 50820007
463 201 295910
431 497 646922390
351 432 503149041
456 319 383812597
200 484 395157830
452 381 735177382
450 269 533212668
363 105 643656366
365 440 47508066
400 479 812488322
451 418 960423236
460 286 443336702
179 156 423515242
488 355 646295860
322 317 615987512
229 437 528150825
493 470 146508132
26 14 309888865
116 309 109140155
399 211 421484254
493 349 866749660
318 217 498777262
323 246 99040482
475 458 728813277
406 331 335681482
172 339 924355887
418 479 849266234
14 322 236508494
473 425 777060582
293 387 936630384
89 19 211414585
362 207 289928165
324 192 580967111
288 58 99825477
431 293 251122905
184 431 966304512
233 301 178548619
336 154 610266744
17 359 655147608
271 88 855440418
442 59 392024164
350 331 805890816
302 377 266773004
31 490 487046771
215 319 789547839
80 277 883860589
462 288 842062998
497 271 795713265
463 198 254312740
350 409 912093314
61 236 168062184
172 108 42143278
496 450 18587749
0 190 412595540
428 358 209362974
427 458 222474161
17 31 566898727
116 411 608554133
387 382 769289482
54 91 92630350
401 379 360504510
147 209 184844973
315 16 658408819
75 64 986787776
237 457 432807391
430 352 751126251
89 119 391087507
454 203 546584973
411 323 729630418
19 43 128632105
455 386 25509373
163 232 334612632
478 286 866854986
395 478 280060050
279 113 437472516
143 203 879007449
330 99 233006182
207 250 741978126
450 221 431790252
353 388 119215525
350 415 39631852
363 366 286697430
185 8 94217027
270 8 989167895
436 276 490181994
484 162 103435713
455 475 450834883
497 292 687212658
414 318 945741074
265 340 230350741
206 50 643633481
402 475 122583489
188 154 496077743
480 483 588819354
165 51 267075102
492 470 44911199
469 499 779414169
214 70 622730760
150 302 790042159
26 379 743608422
229 221 348369439
66 405 134669169
164 487 720780168
202 175 823522603
275 215 659463570
302 111 181198699
89 196 766400078
26 336 640884425
254 498 505143006
348 47 232137703
104 121 555301598
143 443 463690034
391 395 716377865
41 229 320093277
399 444 320157612
468 310 144502198
308 245 475748461
288 335 837719899
413 437 856153689
290 287 510015281
389 499 124417745
475 401 257038169
14 106 867678195
366 95 708746535
278 375 829760069
34 98 945942613
214 257 688498697
372 278 472528709
483 145 421007597
232 271 872124406
353 225 209922615
476 482 526907606
433 296 734760047
421 444 443654669
354 355 633553183
77 18 318621842
42 496 773915985
359 491 562582497
171 324 468592725
23 461 95631938
149 308 596444466
495 468 910521927
42 43 705359916
393 403 380452082
395 461 927129421
379 387 369460407
311 202 255205632
274 93 283418686
442 448 829622892
111 466 796745802
97 271 592155747
446 416 165887119
383 51 905866971
110 351 633483440
207 458 38511635
406 34 118166900
164 166 698443942
436 421 789937280
425 286 831569299
425 338 165311426
258 162 889997772
359 358 495056590
56 30 180431546
441 303 577768389
416 45 228560476
225 236 568126249
452 425 289748386
423 415 763014834
436 490 815037045
419 166 285421398
137 293 400580663
478 399 574235759
477 106 236131627
493 497 703399835
174 315 748169138
388 296 731212243
488 394 87050763
498 491 84306055
129 33 617465565
131 196 576834924
372 352 537550223
328 466 89210408
354 466 99137525
453 312 649403438
465 499 353975167
485 480 39012996
479 366 341925155
265 56 616456372
401 408 657733842
487 465 890947696
422 20 747065536
135 350 651746210
403 466 596557776
364 88 750042032
75 314 349449930
481 366 47620152
67 179 476862860
86 375 290877158
477 13 50582407
355 31 790026327
212 36 206378208
441 317 397454184
448 411 315534955
381 227 774245015
182 156 412126392
221 419 846423744
344 81 641373842
355 220 715116464
181 259 70647352
489 402 301850278
489 156 442105429
408 243 415907765
426 428 784785304
374 245 684374957
343 160 809137386
233 468 209773340
69 432 756027893
218 451 760820470
232 454 708813265
448 465 757836667
303 451 490085047
370 369 693688196
437 436 403333533
485 484 597045695
428 359 347211650
124 276 946920686
433 306 421978074
491 266 271043752
240 38 924294270
203 200 118545886
183 470 418263084
76 135 236937238
497 478 514876841
408 135 495706411
139 304 425623333
441 190 617103472
277 106 890479356
178 97 393319832
494 392 215951213
139 382 389826094
486 125 351857837
344 229 775893549
386 282 575085048
280 192 297539184
68 105 684922084
298 416 934755306
461 217 82760683
436 279 813602071
414 30 265874278
146 430 894459310
389 398 202701831
68 4 592825601
71 320 819355717
448 494 515333117
415 412 37509581
491 369 804216708
177 273 176762196
141 116 71758572
52 5 212768468
306 482 681013941
267 142 72018149
321 261 596973478
321 22 444657398
423 390 984388967
422 489 23339577
320 368 571623542
57 355 86739138
141 122 324825063
303 277 269354536
218 408 628823955
410 406 889937185
206 186 556680051
66 203 212591495
157 439 910198771
301 341 203494737
352 488 161619571
473 347 908805253
371 334 699665124
207 84 244664075
395 283 22017597
69 323 172761585
181 346 801387063
115 232 944850864
175 381 821140933
459 373 971568061
301 353 645704618
359 395 858730305
240 466 764938167
338 335 907930148
491 452 76630220
125 135 855920406
62 89 342433490
485 421 552292711
494 233 732410578
321 220 127783234
427 463 416587335
48 326 707503986
405 430 780042868
324 459 170007017
142 424 982062405
282 192 671866537
184 78 47303657
45 270 384165683
492 459 667775052
231 247 685863804
235 271 239649717
435 438 22299656
437 449 119028104
266 469 211033595
48 334 770727408
117 314 906777459
195 233 624763555
492 498 565723623
292 47 365365238
201 466 343613693
37 139 866798619
120 118 313605974
448 88 719108377
13 40 160649371
333 4 463358215
310 416 985024657
397 495 340114833
325 480 409259575
453 42 213015962
461 208 280535549
243 150 473281564
417 388 497005408
497 414 486704931
337 367 33140156
146 332 84108795
466 464 497244559
2 239 904979061
438 462 975399723
156 26 673882463
484 430 499310328
425 455 973839310
390 365 493134615
300 318 838562794
323 145 813370309
37 396 550664338
264 365 354017547
381 409 318275632
321 72 597124421
406 465 924543880
338 298 999361387
171 287 237017511
141 33 101130921
357 439 937105674
396 273 756827523
111 160 123773676
350 159 98203144
292 436 439345498
431 430 7907817
444 21 187008490
372 396 735361886
177 143 744598891
219 261 468296624
388 384 182716178
393 75 860091560
440 338 645990002
104 257 522678746
276 208 100245036
238 436 200889939
356 343 283781462
352 417 268725694
375 188 891563265
403 19 716862711
493 485 531617714
460 325 590161508
345 396 600586049
406 416 40174868
37 250 459036417
452 384 81174662
374 386 422517985
303 435 679475359
416 395 426289044
143 349 90266232
314 248 921756266
429 464 514968527
4 294 809530363
157 368 54199404
172 140 982263833
470 328 336621109
467 439 929747078
250 150 333346959
464 156 597528124
450 458 836472058
398 391 655152838
320 36 871071256
255 320 803536812
430 409 732719533
390 386 275224455
351 80 403997226
370 391 710106311
289 311 929369366
167 180 184251348
130 257 278756943
401 287 67649867
416 296 949063409
479 368 979203491
277 441 331225607
359 141 155932682
365 113 721024673
131 257 791610163
328 372 67164191
424 151 205698469
310 53 239998930
359 381 31606145
296 462 373118109
459 413 610660809
379 267 560676528
318 390 762960122
326 56 592950672
491 348 419425611
15 213 875667384
29 399 551693323
243 420 383531847
246 459 965628723
84 214 592738862
211 248 559794812
377 412 522467128
322 318 491896219
82 356 89052134
137 136 474073375
302 192 139605233
496 493 417157735
125 356 980353303
165 0 824644576
420 472 999957807
455 484 51379878
157 179 71829916
147 419 807247510
497 145 1892279
367 425 342507797
467 295 23472271
329 488 516404839
120 495 333237972
341 249 623511121
493 417 956682566
237 315 83306929
458 317 182332326
194 306 316740700
480 402 84426663
66 233 440642008
62 475 584230995
487 493 12338516
396 309 635071477
19 240 244443665
292 151 25804789
346 192 902800330
456 257 795813990
93 85 246205230
416 283 477339901
331 353 207058117
356 369 619352546
465 389 787218416
104 471 512098594
387 430 192267631
319 272 293448308
409 204 503629599
318 246 829380466
20 24 452705234
483 107 554343569
382 20 280003851
72 230 802741688
357 413 119526274
479 122 530761095
41 204 506193979
308 327 369541527
29 67 249577770
441 456 297065817
235 88 532328594
172 47 377305026
424 122 702912172
347 102 558927688
399 239 418665094
220 175 532011304
354 17 972156181
346 442 755879606
457 489 181800084
186 402 641774499
77 477 887701536
472 489 670296522
245 239 773630955
441 435 440310971
365 227 197548468
393 71 572672465
452 494 164807778
114 118 4897324
476 494 446986758
421 425 231887780
290 449 662236370
427 471 198612655
350 202 208058266
157 433 712120085
400 152 757777653
482 407 567658707
396 426 334401738
486 460 256551954
485 489 323783624
157 474 641446722
384 413 580965973
488 464 455509000
408 155 209391741
444 484 47724977
198 250 627377765
131 32 771337141
436 456 561449144
70 413 485499263
262 372 553776871
482 68 461264683
198 320 230144776
459 365 833314373
459 467 738801139
20 59 851152378
423 91 272806286
162 358 124277531
460 189 286195452
482 17 199543315
237 405 263700902
463 322 547811753
436 429 694392229
200 450 204186333
368 312 476929779
70 10 871661188
479 488 394181708
283 220 287701883
139 237 274490141
460 333 342435049
495 446 132250261
476 345 850671957
274 265 877295739
198 176 480264385
348 495 482306037
453 433 577978599
454 252 109373844
146 401 588535219
406 227 153529000
345 65 550609147
304 427 46144808
360 77 296381606
429 106 855052504
128 476 930650500
206 26 543536717
466 268 881617484
107 268 226702052
185 168 733345400
275 72 478909748
19 50 24289265
278 378 652328189
4 229 390809127
432 404 987556785
458 174 48326619
433 415 493337220
489 350 489223561
356 487 624216538
21 32 682003937
330 431 854373005
293 459 179107259
484 468 983643062
338 289 827786742
493 337 220179076
290 293 142374567
476 472 892113198
433 402 627976202
474 495 920126191
442 436 994679808
388 104 720245203
363 222 339043753
420 471 43341000
423 35 50420821
432 392 598107788
462 169 455700216
120 325 723671000
435 189 103554539
314 309 150241945
478 464 561457959
485 487 449383337
464 476 123595360
314 129 782428869
475 495 402255636
74 35 367046167
379 366 165016648
275 81 837971203
484 333 22436471
398 371 610430962
370 374 274992675
382 355 671198396
383 426 103881477
275 283 546706942
456 383 117323799
430 382 275838868
321 473 61230122
243 366 913722398
351 370 455249482
453 456 784185618
299 146 290835994
380 416 480881883
419 226 558054015
416 316 674942536
211 227 179624983
491 439 383879426
105 450 446034102
232 364 397117421
190 26 531453931
405 356 323121591
390 497 942381899
354 411 14799677
342 492 15209043
91 302 417007941
496 263 371816126
209 441 257378522
226 191 885138010
148 445 522736034
30 313 450603513
317 305 597035439
182 416 147067749
429 341 491601561
66 303 381062931
127 103 264636822
104 208 691723991
308 421 570809650
61 474 371953900
33 278 791720033
430 246 94370788
254 417 493533606
322 83 664035537
281 483 950504753
11 473 678122510
124 163 606377943
164 489 8795511
485 492 664027289
58 296 550406029
446 390 161113069
467 443 838905729
51 239 97174933
169 286 53425694
133 192 143358707
425 47 786611475
361 457 852177029
244 426 544883771
181 392 636754882
366 288 804221113
397 471 427439668
395 412 172935041
466 475 335721641
394 452 167794320
437 435 100053439
330 284 628734049
444 398 901509666
451 470 11755295
350 460 740536919
331 392 529934360
497 4 272152289
89 371 891122106
463 475 38780908
242 253 723616796
476 478 849017844
44 316 811714636
98 470 39587964
359 387 285580930
408 329 650237257
420 319 629804308
276 181 600634406
38 494 746172
183 327 528066922
355 483 308167218
360 397 385466152
426 307 184090935
363 264 742622118
473 455 895004841
254 17 307160765
387 416 766927013
336 399 344515726
292 116 784092368
361 412 199479993
377 89 725590903
325 266 153974316
157 296 846209960
198 209 110751275
444 162 690535808
203 482 477750041
345 364 125187722
32 172 133262670
238 479 274844234
274 136 508509943
394 400 363881302
194 284 557987695
449 487 577407111
421 334 677167183
207 338 669361057
341 476 18498466
302 215 425403842
234 392 583051148
494 273 447917076
499 457 450398208
495 108 837860694
466 453 752066602
354 316 243088395
493 494 407876093
303 337 957646466
104 91 257731896
487 461 274228892
68 13 105132463
162 314 119477825
92 316 962958021
291 370 524198660
125 310 201889937
253 433 942240012
324 301 193984283
297 482 457766766
150 305 474394812
281 73 318079240
225 332 825443545
485 367 116843753
0 297 108134491
25 30 362070041
94 30 590760316
219 62 353285108
202 343 611497206
392 356 308677583
203 404 510686824
204 245 265296596
479 354 977064648
466 194 527367468
467 328 742366308
346 385 487551285
148 136 397821656
191 257 54915213
331 334 952461941
419 468 79042638
3 149 589294035
443 227 165573484
71 64 232935531
239 333 69358050
173 18 583275750
333 272 912288429
464 67 950004591
246 312 200413685
441 135 228755919
244 296 488635769
277 50 321014306
334 226 469712676
206 151 736572953
297 197 24755115
121 320 819140918
418 268 565352388
304 268 711567893
476 467 491385402
356 24 908421480
451 382 655463128
299 265 316485426
109 439 271611154
385 214 860654781
465 486 639618519
442 278 39617813
70 386 946297390
162 171 323370903
181 250 527492277
406 447 805985911
296 465 992390045
1 147 538278288
343 179 296525116
384 463 641606131
137 150 459763774
129 19 36460433
425 61 653121520
458 61 529864281
489 244 901480536
46 245 661404646
407 116 330536515
318 249 406744521
318 234 915459694
449 359 72685589
370 345 193885410
53 199 517367703
292 404 692951226
403 429 937372021
305 64 381469991
498 258 266348836
425 348 270480505
391 383 469545488
334 305 50795489
377 209 449000086
316 449 960413520
361 400 351761780
272 255 569305350
445 347 619197157
370 450 93165812
360 269 165583130
340 249 927476270
311 331 187613258
121 295 2280444
112 276 412057312
49 15 502816303
164 403 701181368
452 468 558727954
399 230 154276971
492 441 694545018
414 380 975584837
477 445 563100932
454 371 94666801
262 257 552375500
441 278 228436069
369 109 145954808
395 424 750484378
28 248 889691552
255 355 881006595
380 304 584407308
409 406 321477886
135 190 859407336
438 496 402229672
479 466 419586729
352 21 150682881
392 495 149855310
96 362 62637688
429 386 421616264
58 119 619400230
235 79 577877687
322 299 837914080
57 288 916788660
264 471 762453889
492 8 753802149
277 437 758261100
348 471 235563283
230 338 620297490
439 314 123350437
338 329 100886134
300 118 703400761
171 384 695967236
346 299 333679597
434 309 720374969
377 259 490473815
256 71 406248285
267 224 883810962
28 434 855643107
449 496 463569573
391 68 494667538
28 30 825244491
417 361 955182687
67 37 290245790
337 143 277899054
354 338 328269906
467 487 260797536
467 465 864006027
218 263 410126363
14 473 844978133
300 198 506272077
429 271 469778029
155 290 830564159
156 493 269106553
457 127 53173864
422 427 37259317
442 2 361821027
292 279 896527880
98 201 607205660
63 245 702210124
181 423 898090538
49 203 10896689
412 396 932687669
116 262 271046359
214 374 866893951
313 75 706831515
166 447 522066823
252 442 670227664
309 158 668605012
413 344 427052421
202 248 791704520
499 98 783684617
420 366 212845681
470 460 887944973
478 226 654347330
430 436 732657211
334 224 493327462
222 200 312549356
86 450 699780345
304 396 108762554
41 221 526042089
0 433 280424806
354 417 489428542
238 27 778765349
409 341 810719842
257 224 689390514
148 427 500348389
490 248 235465255
271 139 751196548
369 138 133259976
358 394 471407349
190 186 718356199
233 275 464840613
370 328 516496071
26 41 802540767
237 282 153530375
400 372 636682220
169 124 273373545
280 399 96684286
212 274 724586624
466 467 772069665
462 219 653024886
366 371 378306037
135 301 570128813
357 459 682737337
241 445 594727401
435 431 102199909
214 21 456154086
433 405 786747245
446 359 367144901
42 161 897725328
204 150 495476270
30 157 180273535
354 480 128033060
377 329 784199373
175 486 373127328
253 235 345472318
184 468 196441037
130 120 643150612
226 321 977068108
248 393 654503006
428 427 924224144
256 327 23151170
115 324 965661297
390 268 673414173
69 130 151003508
452 438 428290574
355 479 686642950
463 20 395394194
270 160 541659359
213 308 138221892
188 475 768848144
160 469 599269935
491 485 974200981
192 168 29415784
482 345 653796240
4 408 564232281
479 228 441790079
202 291 291234771
71 287 188441432
86 460 690724627
331 245 759608460
6 73 659870370
137 356 45391148
221 125 208660533
495 473 721831117
24 470 288390656
60 295 432673277
370 254 641903369
398 438 653821154
357 106 776934149
456 377 757764591
237 382 980489767
460 223 768829529
429 58 877944909
34 116 838615467
388 262 549187945
133 380 447243960
149 412 482715393
288 220 3367725
224 122 487438656
184 266 854038267
327 442 248487016
145 387 144506024
377 22 162245492
182 210 969937099
397 78 108734332
491 362 439527815
332 268 493933133
227 101 109163991
204 208 572453955
323 163 241666973
246 405 234819548
310 295 665800170
408 489 965650298
428 489 863903624
190 301 132048494
398 410 556882400
487 464 693483251
426 391 730897606
330 457 515703405
375 367 136498228
459 454 247747895
419 406 347024396
224 247 623474151
57 327 397851871
14 130 991007550
440 445 808466788
148 143 740035682
475 235 388013105
281 130 864826780
305 456 885403819
21 449 198366849
400 351 82334025
12 58 231825309
319 111 438684311
167 302 784812431
410 91 866034837
110 56 791288601
133 200 998610295
419 444 949255293
281 467 934427724
167 317 83748525
168 227 973612430
427 263 998651665
201 328 569916294
180 352 87158378
423 499 255405916
277 230 455973628
353 13 579874999
285 331 222806081
335 96 729823429
249 277 316604043
156 446 744189734
13 336 453655006
470 488 952728364
453 449 171748920
429 141 11931196
414 372 576023435
309 419 49108437
471 494 76726237
468 298 691485178
254 283 211026659
83 19 424963226
470 464 650196144
420 418 880713661
254 66 79572682
435 482 168885876
171 382 745639363
56 92 947366102
167 399 743129057
245 20 35318907
255 453 814015180
188 200 926216413
243 93 264846285
67 405 563356692
13 173 89198821
301 59 3611887
173 329 159803022
297 212 224167048
419 431 217802337
455 336 618491200
418 402 630162437
235 434 770437699
370 411 274622867
181 45 181867615
169 424 986156136
476 445 281826559
36 126 222465047
270 180 600887457
454 476 61619687
382 218 90324707
333 480 409171934
247 230 214617142
405 2 823389098
395 462 671240884
330 346 287166655
332 273 403608784
110 171 737061785
316 337 682155369
405 226 521970401
484 469 868317121
394 81 971040456
437 488 507182900
185 148 579223390
301 395 656994347
488 492 131314805
499 295 302388416
19 27 712750785
420 445 826880702
496 461 52129852
456 469 488763751
104 231 525846718
44 199 203812953
275 499 971140033
377 430 593820804
441 327 629892397
375 374 847247583
261 363 614247945
363 356 863117822
354 444 894496530
92 257 337324423
302 415 845385884
483 434 642955555
95 197 812756136
2 277 377004831
256 275 747797587
494 489 689004036
23 143 95596849
270 478 681764407
165 316 59133093
412 295 434604580
289 217 971826439
284 379 507719270
296 63 537492215
246 298 348602765
442 389 132547279
418 437 527885031
245 30 781289880
129 448 548128972
369 265 889280678
451 491 399445185
87 268 207035493
406 361 309546940
152 474 236560681
402 472 471253173
428 198 559722959
1 125 757523370
263 260 587963647
393 462 82871950
381 460 211869974
239 213 144682090
320 426 279723671
24 460 654788398
475 336 935846934
464 230 789846535
398 52 257958654
148 237 567772405
306 275 80401776
448 253 288146753
436 471 223573803
426 290 839406939
389 410 677490364
381 327 75608342
370 290 985152575
495 417 924652268
389 434 25706298
470 267 346119180
452 147 471256791
155 36 605106631
348 26 785474681
306 99 560521306
487 337 6397914
471 492 239929089
364 395 643750195
21 202 526413427
319 140 857949119
498 423 849448829
472 491 279731459
264 62 667044103
457 452 877257913
333 314 303352701
177 305 900068576
221 318 763246037
3 404 572158833
485 345 231915930
371 83 348412030
194 386 854517237
74 26 227653371
401 486 667865127
351 440 781768696
361 427 538398409
415 324 284377576
390 263 929190076
491 248 976401528
270 333 350345822
438 451 608271282
127 215 162246586
396 458 674419599
91 413 130776350
488 27 712819158
420 294 55219865
18 478 923555190
402 461 140712671
445 159 425619074
457 153 377734079
53 178 493389299
328 299 75445312
458 250 688867738
472 44 50309950
52 178 48228721
125 421 397311517
230 243 524645752
263 336 356431159
346 183 780865286
459 460 710514997
448 414 994670064
419 60 206319800
362 480 789610015
447 106 262744711
57 22 682690802
497 243 710654604
251 16 745746969
315 496 410662882
47 54 741603160
384 125 456928943
462 415 743074537
444 252 810459619
172 306 471923989
424 475 533368614
217 164 20917577
4 6 356788955
400 175 347672091
497 350 650356684
310 89 534159714
410 453 963416001
471 499 697618321
87 106 208444150
454 486 500831946
83 393 811345690
222 450 926084369
100 301 382325106
227 361 1691841
472 452 442698660
328 427 891152715
79 365 618916492
328 457 829288210
318 286 516400945
290 448 608416962
127 150 925401062
368 373 693997827
352 83 895202619
323 229 639049722
386 309 945710579
266 281 534820491
58 409 221705542
495 484 387674033
175 249 811125032
146 106 718867089
490 494 539107025
354 164 827510295
443 397 163219431
423 319 815212544
251 207 262524296
314 21 927852091
208 435 461189028
143 232 392208887
441 419 915146428
463 330 948453089
157 163 472107846
97 55 407900
415 396 320487069
221 28 192317455
469 493 837818044
283 183 253066606
373 468 225111787
15 179 253213348
80 202 169856634
95 175 752020419
185 266 77422475
163 200 890551502
456 446 362969289
460 111 301041618
432 44 565502793
158 190 98607316
454 433 613943039
351 237 641325872
423 393 918023186
360 391 267687986
221 338 91086264
367 283 425091233
347 419 300099696
103 38 46489483
39 231 897640681
90 311 706241777
386 313 224141419
255 25 1850730
450 460 307966368
483 431 488832681
338 199 197767237
414 323 995913378
131 179 858144749
464 484 906790119
421 411 463122043
429 489 692790446
411 111 2180187
64 116 506407844
228 377 362961925
145 29 279941495
61 79 952912181
397 444 349922671
498 471 914183784
391 316 60942088
443 496 110761043
390 191 562360607
283 419 699806960
276 379 655721852
77 190 984488727
46 41 247846199
465 453 52883916
441 472 64206042
492 473 194369371
63 307 173726772
474 72 894829113
465 93 868674608
375 480 627538986
495 380 589329262
461 497 84259344
441 371 857538455
342 233 764234768
262 375 565748993
465 321 10529484
35 208 376201295
5 148 220408260
318 64 723273365
267 236 51876288
465 457 406454944
343 14 380385030
432 425 480070453
55 450 41936689
433 446 197622497
219 431 67973843
479 442 333178897
387 351 20932393
261 481 799928957
406 390 833827154
374 118 772672064
219 91 718074097
457 450 744112905
311 27 519517954
108 117 960307455
81 225 42473051
483 468 49331002
468 434 468676241
238 230 582537608
398 448 692615353
8 213 141293250
279 137 333809067
313 237 924276601
462 302 840418059
233 396 414439649
399 481 191464569
385 477 640132694
270 458 317953780
366 354 519720019
109 161 573474551
453 349 831956810
107 338 156184728
193 469 886436872
444 414 246841770
385 428 285506731
88 441 914978801
336 467 503645448
437 466 333306673
313 401 841762472
196 404 213243249
22 45 123350430
496 451 883633858
45 294 344422356
479 423 140153630
329 276 152716837
398 294 724941902
20 368 897227166
376 490 973530973
327 407 321179291
116 195 441369815
47 499 567422346
177 19 953014775
463 352 285181837
366 389 46552446
446 413 91852521
169 97 95570847
342 468 499398111
24 146 707799751
398 495 899741035
384 474 73095171
159 115 200350059
464 462 621174684
315 23 215699108
15 0 578429
101 472 766288854
493 458 631268782
470 485 25986012
498 493 906580925
491 341 581232740
114 374 64821437
29 209 779173526
334 96 263364429
464 437 366948608
50 65 664583916
230 298 131517059
433 490 797302256
471 7 132539968
431 449 307759131
229 358 563211695
470 250 938919663
476 460 539478906
28 430 8832073
148 53 992379444
483 403 997207688
296 342 813742501
275 264 2130575
447 305 723756087
107 78 827892572
331 329 630827669
474 475 576492261
469 132 32420574
351 341 754880952
221 61 701234925
464 354 456397424
246 484 538482043
156 227 919959475
470 408 193157808
353 332 722450273
450 477 798552602
413 313 626173340
172 147 995620861
150 443 422753377
456 454 905565008
251 414 452258142
84 283 798148853
239 171 29176550
493 100 95304327
323 295 307972224
375 410 826442253
391 491 583794006
249 364 693191632
475 393 725318661
416 379 319556477
468 29 290538448
106 21 137305988
367 491 950452077
143 369 542630227
196 42 345753803
260 412 893650631
262 335 604842064
364 86 807010346
332 433 4582106
225 135 820484814
353 311 82524460
317 64 835478110
